Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.33kg,44968.32
dell,notebook,15 3/5,4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,32gb,1tb ssd,nvidia geforce gtx 1050,windows 10,2.06kg,140605.92
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce 940mx,windows 10,2kg,60885.72
dell,notebook,15 3/5,1366x768,intel celeron dual core n3060 1.6ghz,4gb,500gb hdd,intel hd graphics,linux,2.2kg,14646.672
dell,ultrabook,13 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.2kg,84129.12
dell,ultrabook,15 3/5,full hd 1920x1080,intel core i7 8650u 1.9ghz,16gb,512gb ssd +  256gb ssd,intel uhd graphics 620,windows 10,1.88kg,85672.1088
dell,ultrabook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,amd radeon 530,windows 10,0.0002kg,35324.64
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  2tb hdd,amd radeon 530,windows 10,2.02kg,51729.552
dell,gaming,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows 10,2.65kg,53226.72
dell,notebook,15 3/5,touchscreen 1366x768,intel core i5 7200u 2.5ghz,8gb,2tb hdd,intel hd graphics 620,windows 10,2.36kg,29696.6736
dell,notebook,14,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.36kg,76030.56
dell,notebook,17 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.8kg,57808.8
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon r7 m445,windows 10,2.33kg,47898.72
dell,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.62kg,46300.8528
dell,notebook,15 3/5,1366x768,intel celeron dual core n3060 1.60ghz,4gb,500gb hdd,intel hd graphics 400,windows 10,1.8kg,16463.52
dell,workstation,15 3/5,full hd 1920x1080,intel core i5 6440hq 2.6ghz,8gb,500gb hdd,amd firepro w5130m,windows 10,2.23kg,72940.32
dell,workstation,15 3/5,ips panel full hd 1920x1080,intel core i7 6820hq 2.7ghz,8gb,256gb ssd,nvidia quadro m1200,windows 10,2kg,113752.8
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon r7 m445,linux,2.33kg,41498.1936
dell,workstation,15 3/5,4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia quadro m1200,windows 10,1.78kg,144495.36
dell,ultrabook,14,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,512gb ssd,intel hd graphics,windows 10,1.36kg,89510.4
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,amd radeon r5 m430,linux,2.3kg,31909.392
dell,notebook,13 1/3,1366x768,intel core i3 6006u 2ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.65kg,36709.92
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.14kg,28768.536
dell,gaming,27 1/3,ips panel 2560x1440,intel core i7 7820hk 2.9ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.42kg,149130.72
dell,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,2.62kg,61751.52
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd +  2tb hdd,amd radeon 530,windows 10,2.02kg,60867.072
dell,ultrabook,14,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,intel hd graphics 620,linux,1.6kg,58554.72
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,256gb ssd,amd radeon 530,windows 10,2.2kg,39906.72
dell,notebook,14,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,1.64kg,62817.12
dell,workstation,15 3/5,full hd 1920x1080,intel xeon e3-1505m v6 3ghz,8gb,64gb flash storage +  1tb hdd,nvidia quadro m620,windows 10,2.23kg,106187.04
dell,workstation,15 3/5,ips panel full hd 1920x1080,intel core i7 6820hq 2.7ghz,16gb,256gb ssd,nvidia quadro m620,windows 10,2.17kg,105228
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.36kg,52161.12
dell,2 in 1 convertible,11 3/5,touchscreen 1366x768,intel pentium quad core n3710 1.6ghz,4gb,500gb hdd,intel hd graphics 405,windows 10,1.47kg,25521.12
dell,notebook,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.7ghz,8gb,1tb hdd,nvidia geforce gtx 1060,windows 10,4.42kg,109010.88
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,2tb hdd,amd radeon 530,windows 10,2.02kg,40439.52
dell,ultrabook,13 1/3,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.42kg,98133.768
dell,notebook,14,1366x768,intel core i3 6100u 2.3ghz,8gb,128gb ssd,intel hd graphics 520,windows 10,1.79kg,39427.2
dell,notebook,15 3/5,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,nvidia geforce 940mx,windows 10,2.16kg,67239.36
dell,notebook,15 3/5,1366x768,intel core i3 7100u 2.4ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,2.18kg,31254.048
dell,workstation,15 3/5,ips panel full hd 1920x1080,intel core i7 6820hq 2.7ghz,16gb,512gb ssd,nvidia quadro m620,windows 10,2.17kg,124568.64
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1050,windows 10,2.06kg,101178.72
dell,ultrabook,13 1/3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,1.29kg,47898.72
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.18kg,44542.08
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd +  2tb hdd,amd radeon 530,windows 10,2.2kg,64961.1072
dell,notebook,14,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.64kg,68184.0144
dell,notebook,17 1/3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,linux,2.8kg,47365.92
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,500gb hdd,amd radeon r5 m430,windows 10,2.3kg,31168.8
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.9kg,73366.56
dell,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.42kg,160520.3856
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,1.93kg,72940.32
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon 530,windows 10,2.2kg,42486.0048
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.2kg,74538.72
dell,notebook,14,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.6kg,39207.1536
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.9kg,59513.2272
dell,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.42kg,143802.72
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,amd radeon r5 m420,windows 10,2.18kg,32921.712
dell,ultrabook,13 1/3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i5 8250u 1.6ghz,8gb,128gb ssd,intel uhd graphics 620,windows 10,1.21kg,85194.72
dell,notebook,15 3/5,1366x768,intel core i5 7300u 2.6ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.93kg,51095.52
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon r5 m430,linux,2.2kg,39907.2528
dell,notebook,15 3/5,1366x768,intel core i5 7300u 2.6ghz,8gb,500gb hdd,intel hd graphics 620,windows 10,1.9kg,53733.9456
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7600u 2.8ghz,16gb,256gb ssd,nvidia geforce 930mx,windows 10,1.93kg,81912.1392
dell,netbook,11 3/5,1366x768,intel celeron dual core n3060 1.6ghz,4gb,16gb flash storage,intel hd graphics 400,chrome os,1.26kg,15717.6
dell,2 in 1 convertible,31 3/5,touchscreen 1366x768,intel core m 7y30 1.0ghz,4gb,128gb ssd,intel hd graphics 615,windows 10,1.39kg,32127.84
dell,2 in 1 convertible,12 1/2,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.34kg,88977.6
dell,workstation,15 3/5,full hd / touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia quadro m620,windows 10,2.06kg,93932.64
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,amd radeon r5 m420,linux,2.18kg,24775.2
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,1tb hdd,nvidia geforce gtx 960<u+039c>,windows 10,2.59kg,46833.6528
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,linux,2.18kg,23650.992
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,linux,2.25kg,19127.52
dell,notebook,15 3/5,1366x768,intel core i5 7300u 2.6ghz,4gb,500gb hdd,intel hd graphics 620,linux,1.93kg,46300.32
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,1tb hdd,amd radeon 530,windows 10,2.2kg,41345.28
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,2.62kg,78801.12
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.23kg,99580.32
dell,notebook,15 3/5,4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,16gb,1tb ssd,nvidia geforce gtx 1050,windows 10,2.06kg,127818.72
dell,ultrabook,13 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.2kg,77250.672
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 530,windows 10,6.2kg,48964.32
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd +  2tb hdd,amd radeon 530,windows 10,2.2kg,60472.8
dell,gaming,17 1/3,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,32gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.42kg,167691.8736
dell,notebook,14,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.56kg,65481.12
dell,gaming,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,3.21kg,109277.28
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7820hk 2.9ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,3.49kg,149916.6
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,amd radeon r5 m430,windows 10,2.2kg,29073.2976
dell,gaming,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows 10,2.56kg,43636.32
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.18kg,42357.6
dell,notebook,14,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,nvidia geforce 930mx,linux,1.64kg,58021.92
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,linux,1.98kg,38681.28
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7300u 2.6ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.93kg,76012.4448
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.9kg,62817.12
dell,gaming,17 1/3,4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,32gb,1tb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.36kg,194972.832
dell,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,1.71kg,34578.72
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,amd radeon r7 m445,linux,2.32kg,31409.6256
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,12gb,1tb hdd,intel hd graphics 620,windows 10,2.25kg,34578.72
dell,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,intel uhd graphics 620,windows 10,1.55kg,35111.52
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows 10,2.0kg,64308.96
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,2kg,35431.2
dell,notebook,14,1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.6kg,60031.1088
dell,gaming,15 3/5,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.42kg,152859.7872
dell,ultrabook,12 1/2,full hd 1920x1080,intel core i7 7600u 2.8ghz,16gb,256gb ssd,intel hd graphics 620,windows 10,1.18kg,99047.52
dell,notebook,13 1/3,1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.65kg,45234.72
dell,gaming,15 3/5,ips panel touchscreen / 4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows 10,2.72kg,58554.72
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows 10,2.62kg,58554.72
dell,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,32gb,1tb ssd +  1tb hdd,nvidia geforce gtx 1070m,windows 10,4.42kg,191211.264
dell,gaming,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows 10,2.62kg,52480.8
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,1.95kg,43156.8
dell,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,8gb,256gb ssd,amd radeon r5 m420x,windows 10,2kg,39373.92
dell,ultrabook,13 1/3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.29kg,79866.72
dell,notebook,15 3/5,4k ultra hd / touchscreen 3840x2160,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows 10,2.06kg,93186.72
dell,netbook,11 3/5,1366x768,intel pentium quad core n4200 1.1ghz,4gb,128gb ssd,intel hd graphics 505,windows 10,1.63kg,39640.32
dell,gaming,15 3/5,4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1050 ti,windows 10,2.62kg,89457.12
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce gt 940mx,windows 10,1.98kg,51202.08
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon r5 m420,windows 10,2.18kg,42081.0768
dell,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,4.36kg,133467.4656
dell,notebook,14,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.76kg,40226.4
dell,notebook,14,1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.76kg,31168.8
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,3.21kg,147832.2864
dell,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,32gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.42kg,163723.5792
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,2.18kg,38041.3872
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,4gb,256gb ssd,amd radeon r5 m420,windows 10,2.18kg,39373.92
dell,notebook,17 1/3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon r7 m445,linux,2.83kg,46087.2
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,1.9kg,50349.6
dell,notebook,13 1/3,full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,8gb,1tb hdd,intel hd graphics 520,windows 10,1.62kg,34578.72
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 7660u 2.5ghz,16gb,512gb ssd,intel iris plus graphics 640,windows 10,1.29kg,119347.2
dell,workstation,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia quadro m620,windows 10,2.23kg,94731.84
dell,ultrabook,12 1/2,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.6kg,90043.2
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows 10,2.18kg,48618
dell,notebook,15 3/5,1366x768,intel pentium quad core n3710 1.6ghz,4gb,500gb hdd,intel hd graphics,windows 10,2.2kg,19660.32
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m420x,linux,2.18kg,24279.696
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050ti,linux,2.62kg,49497.12
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m420x,windows 10,2.18kg,32713.92
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,500gb hdd,intel hd graphics 620,windows 10,1.9kg,49816.8
dell,2 in 1 convertible,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 7y75 1.3ghz,8gb,512gb ssd,intel hd graphics 615,windows 10,1.24kg,107257.968
dell,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i7 7y75 1.3ghz,16gb,256gb ssd,intel hd graphics 615,windows 10,1.22kg,87858.72
dell,notebook,14,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.6kg,64202.4
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,2.6kg,71874.72
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,1tb hdd,amd radeon r5 m420,windows 10,2.18kg,36496.2672
dell,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.95kg,38889.072
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,2.18kg,37725.4368
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.18kg,29762.208
dell,gaming,17 1/3,2560x1440,intel core i7 6820hk 2.7ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1080,windows 10,4.36kg,146946.24
dell,ultrabook,12 1/2,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics,windows 10,1.36kg,78438.816
dell,notebook,17 1/3,1600x900,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r7 m445,windows 10,2.36kg,35111.52
dell,ultrabook,14,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.36kg,94572
dell,gaming,17 1/3,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.36kg,168045.12
dell,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i5 7y54 1.2ghz,8gb,256gb ssd,intel hd graphics 615,windows 10,1.24kg,101178.72
dell,ultrabook,13 1/3,quad hd+ 3200x1800,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.3kg,67559.04
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m430,linux,2.25kg,24808.2336
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.9kg,43956
dell,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,32gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.42kg,167778.72
dell,2 in 1 convertible,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 7y75 1.3ghz,16gb,512gb ssd,intel hd graphics 615,windows 10,1.22kg,101178.72
dell,ultrabook,14,touchscreen 2560x1440,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.5kg,104587.5744
dell,gaming,17 1/3,full hd 1920x1080,intel core i7 6700hq 2.6ghz,32gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.42kg,149184
dell,2 in 1 convertible,15 3/5,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12gb,512gb ssd,intel hd graphics 620,windows 10,2.19kg,69210.72
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,amd radeon r5 m430,windows 10,2.25kg,31914.72
dell,notebook,15 3/5,1366x768,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon r7 m445,windows 10,2.36kg,39906.72
dell,notebook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,1.6kg,59620.32
dell,notebook,15 3/5,1366x768,intel core i3 7100u 2.4ghz,4gb,128gb ssd,intel hd graphics 620,windows 10,2.18kg,29144.16
dell,gaming,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,1.0tb hybrid,nvidia geforce gtx 1050,windows 10,2.65kg,50562.72
dell,2 in 1 convertible,15 3/5,ips panel full hd / touchscreen 1920x1080,intel core i3 6100u 2.3ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.08kg,42410.3472
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,500gb hdd,intel hd graphics 520,windows 10,2.09kg,55754.3232
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.29kg,86526.72
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,2.09kg,56633.976
dell,2 in 1 convertible,15 3/5,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.3kg,58288.32
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16gb,1tb ssd,intel hd graphics 620,windows 10,1.2kg,120093.12
dell,2 in 1 convertible,13 1/3,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12gb,256gb ssd,intel hd graphics 620,windows 10,1.6kg,69210.72
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics,windows 10,2.25kg,29783.52
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,2tb hdd,amd radeon r7 m445,windows 10,2.32kg,52746.6672
dell,ultrabook,13 1/3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.29kg,77682.24
dell,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.62kg,42517.9728
dell,gaming,15 3/5,4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows 10,3.21kg,70809.12
dell,notebook,15 3/5,1366x768,intel core i3 6100u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.06kg,25679.8944
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.18kg,39960
dell,notebook,15 3/5,1366x768,intel pentium quad core n3700 1.6ghz,4gb,500gb hdd,intel hd graphics,linux,2.2kg,20965.1472
